877435095157690368,read,9
3403704074,read,9
590757526,read,9
3403704074,read,9
1549717723,thriller,9
4231833855,read,9
3403704074,read,9
4228728989,read,9
3403704074,read,9
2289565736,read,9
3403704074,read,9
871673565090910208,read,9
3403704074,read,9
420112221,horror,9
420112221,99Cents,9
420112221,BookWorm,9
420112221,Goodreads,9
420112221,IARTG,9
420112221,Ian1,9
420112221,ASMSG,9
420112221,horror,0
420112221,99Cents,0
420112221,BookWorm,0
420112221,Goodreads,0
420112221,IARTG,0
420112221,Ian1,0
420112221,ASMSG,0
420112221,BookBoost,0
420112221,Kindle,0
48921258,Babies,9
48921258,solids,9
3374415376,Babies,5
3374415376,solids,5
3319921950,read,9
3403704074,read,9
48921258,Books,9
48921258,ShortStories,9
48921258,Fiction,9
2836703082,Books,9
2836703082,ShortStories,9
2836703082,Fiction,9
3403704074,read,9
916984203908022272,3DS,9
187607770,bbc,9
187607770,1xtra,9
187607770,np,9
187423547,bbc,9
187423547,radio1,9
187423547,np,9
2470740571,CharlesDickens,9
462046861,CharlesDickens,0
793914136111394816,CharlesDickens,9
462046861,CharlesDickens,0
565712121,kindle,9
833300880128606212,CharlesDickens,9
462046861,CharlesDickens,0
2962464960,Babies,9
2962464960,solids,9
3374415376,Babies,5
3374415376,solids,5
559012267,Babies,9
559012267,solids,9
3374415376,Babies,5
3374415376,solids,5
2836703082,Books,9
2836703082,ShortStories,9
2836703082,Fiction,9
830978919142526976,FREE,9
1534875228,FREE,8
1106251982,amazon,9
852709277072601088,Retwittear,9
1549079918,IARGT,9
2684799759,IARGT,9
2684799759,BOOKBOOST,9
2684799759,IARGT,9
2684799759,BOOKBOOST,9
335334419,FREE,9
1534875228,FREE,8
745437780298235904,FREE,9
1534875228,FREE,8
250309546,holiday,9
619210197,OfficialPurpleEdition,9
1586889319,OfficialPurpleEdition,0
4274753234,Dog,9
4274753234,pottytraining,9
4274753234,pet,9
4274753234,ilovemydog,9
1576220563,FREE,9
1534875228,FREE,8
3767738175,OfficialPurpleEdition,9
1586889319,OfficialPurpleEdition,0
1586889319,OfficialPurpleEdition,9
1586889319,OfficialPurpleEdition,0
800768751805177856,OfficialPurpleEdition,9
1586889319,OfficialPurpleEdition,0
1255240662,OfficialPurpleEdition,9
1586889319,OfficialPurpleEdition,0
4775365163,rap,9
4775365163,rapper,9
4775365163,music,9
4775365163,nyc,9
4775365163,soundcloud,9
4775365163,spotify,9
4775365163,dj,9
4775365163,NewMusic,9
4775365163,rap,0
4775365163,rapper,0
4775365163,music,0
4775365163,nyc,0
4775365163,soundcloud,0
4775365163,spotify,0
4775365163,dj,0
4775365163,NewMusic,0
3239989026,FREE,8
1534875228,FREE,8
97765991,herbs,8
97765991,cooking,8
97765991,indoors,8
96406456,FREE,8
1534875228,FREE,8
723273208703651841,FREE,8
1534875228,FREE,8
775393928333799424,FREE,8
1534875228,FREE,8
1193301476,FREE,8
1534875228,FREE,8
1534875228,FREE,8
268129526,AmazonReviews,8
268129526,amreading,8
188529827,freshtees,8
3454503677,grocery,8
3454503677,delivery,8
3454503677,Shipt,8
2692765586,Babies,8
2692765586,solids,8
3374415376,Babies,5
3374415376,solids,5
899788594847416320,NationalColoringBookDay,8
32637350,business,8
484743323,business,0
19556945,business,8
484743323,business,0
97765991,herbs,8
97765991,cooking,8
97765991,indoors,8
2173004028,Detox,8
2173004028,DIY,8
1106251982,scifi,8
27451967,homegrown,8
27451967,herbs,8
27451967,kitchentools,8
2337765968,fables,8
2337765968,99cents,8
3138043688,fables,7
3138043688,99cents,7
2420927109,gardening,8
2420927109,grow,8
2182931880,gardening,0
2182931880,grow,0
513638316,Babies,8
513638316,solids,8
3374415376,Babies,5
3374415376,solids,5
753345545490485248,grocery,7
753345545490485248,delivery,7
753345545490485248,Shipt,7
1549079918,paranormal,7
1549717723,paranormal,7
3138043688,fables,7
3138043688,99cents,7
1549717723,paranormal,7
718486102265491456,Babies,7
718486102265491456,solids,7
3374415376,Babies,5
3374415376,solids,5
924173288409939968,Linux,7
10791372,Linux,4
893738065344307200,Linux,7
10791372,Linux,4
52965437,Babies,7
52965437,solids,7
3374415376,Babies,5
3374415376,solids,5
1215734562,Babies,7
1215734562,solids,7
3374415376,Babies,5
3374415376,solids,5
207739604,Babies,7
207739604,solids,7
3374415376,Babies,5
3374415376,solids,5
709524198616477696,BDSM,7
709524198616477696,Ménage,7
709524198616477696,Lactation,7
3131551595,BDSM,0
3131551595,Ménage,0
814088000,horror,7
814088000,IndieBooksBeSeen,7
814088000,horror,0
856805168524005376,indoor,7
856805168524005376,Garden,7
2370711679,PRT,7
2370711679,FoodContainer,7
831462779349512193,Babies,7
831462779349512193,solids,7
3374415376,Babies,5
3374415376,solids,5
253246887,FreshInsights,7
